venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
"Vrije Universiteit, HG-02A36","De Boelelaan 1095-1105, 1081HV Amsterdam",Netherlands,52.33386152503968,4.865762845652641,"November 28, 2023",9:30 - 16:30 CET,2023-11-28T23:00:00Z,2023-11-28T23:00:00Z,"Jaro Camphuijsen, Robin Richardson, Lourens Veen, Mateusz Kuzak",,ds,ds-research-software-support,Research support masterclass pilot,2023-11-28-research-software-support-VU,
